t,cmdty,market_name,district_name,variety,p_min,p_max,p_modal,date,price_info
2025-04-11,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,21000,22000,22000,2025-04-11,"Minimum Price: ₹21000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-11,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-04-11,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-04-11,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-04-11,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-12,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,21000,22000,22000,2025-04-12,"Minimum Price: ₹21000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-12,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-04-12,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-04-12,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,16000,16000,2025-04-12,"Minimum Price: ₹16000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-12,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-04-12,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-13,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,21000,22000,22000,2025-04-13,"Minimum Price: ₹21000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-13,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-04-13,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-13,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-04-13,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-04-13,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-04-13,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-13,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,16000,16000,2025-04-13,"Minimum Price: ₹16000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-14,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-04-14,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-14,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,20000,22000,22000,2025-04-14,"Minimum Price: ₹20000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-14,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,17000,17000,2025-04-14,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-04-15,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-04-15,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-15,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,20000,20000,2025-04-15,"Minimum Price: ₹16000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-15,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-15,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-16,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-16,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-16,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,19000,20000,20000,2025-04-16,"Minimum Price: ₹19000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-16,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-04-16,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-16,Chili Red,Gudiyatham(Uzhavar Sandhai ),Vellore,Bold,20000,20000,20000,2025-04-16,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-17,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,16000,16000,2025-04-17,"Minimum Price: ₹16000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-17,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-04-17,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-17,Chili Red,Gudiyatham(Uzhavar Sandhai ),Vellore,Bold,20000,20000,20000,2025-04-17,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-17,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-04-17,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-18,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-04-18,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-18,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-18,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-18,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,20000,20000,2025-04-18,"Minimum Price: ₹16000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-18,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-04-18,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-04-19,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-04-19,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-19,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-04-19,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-19,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-19,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-20,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,16000,16000,2025-04-20,"Minimum Price: ₹16000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-20,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-04-20,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-04-20,Chili Red,Palani(Uzhavar Sandhai ),Dindigul,Bold,12000,15000,15000,2025-04-20,"Minimum Price: ₹12000, Maximum Price: ₹15000, Modal Price: ₹15000"
2025-04-20,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-04-20,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-20,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-04-20,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-21,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-04-21,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-21,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,20000,22000,22000,2025-04-21,"Minimum Price: ₹20000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-21,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-04-21,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-21,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-21,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-22,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-04-22,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-22,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,19500,22000,22000,2025-04-22,"Minimum Price: ₹19500, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-22,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-04-22,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-04-22,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-22,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-23,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-04-23,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-23,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-04-23,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-04-23,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,20000,22000,22000,2025-04-23,"Minimum Price: ₹20000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-23,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-23,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-24,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-04-24,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-24,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-24,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-24,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-04-24,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-04-24,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-04-24,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-04-24,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,20000,22000,22000,2025-04-24,"Minimum Price: ₹20000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-25,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-04-25,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-04-25,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-04-25,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-04-25,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,19500,22000,22000,2025-04-25,"Minimum Price: ₹19500, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-25,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-25,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-25,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-04-25,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-26,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-04-26,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-26,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-26,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-26,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,20000,22000,22000,2025-04-26,"Minimum Price: ₹20000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-26,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-04-26,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-04-27,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-04-27,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-04-27,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-04-27,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-04-27,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-27,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-27,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-04-27,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-27,Chili Red,Sulur(Uzhavar Sandhai ),Coimbatore,Bold,5400,6000,6000,2025-04-27,"Minimum Price: ₹5400, Maximum Price: ₹6000, Modal Price: ₹6000"
2025-04-27,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,19500,22000,22000,2025-04-27,"Minimum Price: ₹19500, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-28,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-04-28,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-28,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-28,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-28,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,20000,22000,22000,2025-04-28,"Minimum Price: ₹20000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-28,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-04-28,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-04-29,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-04-29,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-29,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-29,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-04-29,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,20000,22000,22000,2025-04-29,"Minimum Price: ₹20000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-29,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-04-29,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-04-30,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,20000,22000,22000,2025-04-30,"Minimum Price: ₹20000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-04-30,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-04-30,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-04-30,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-04-30,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-04-30,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-04-30,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-01,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-01,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-01,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,16000,16000,2025-05-01,"Minimum Price: ₹16000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-01,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-05-01,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-01,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-01,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-02,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-02,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-02,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-02,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-02,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-05-02,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-02,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-02,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-03,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-05-03,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-03,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-03,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-03,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-05-03,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-03,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-03,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-03,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-05-03,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-04,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-05-04,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-04,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-05-04,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-04,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-05-04,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-04,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-04,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-04,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-04,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-05,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-05,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-05,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,19000,21000,21000,2025-05-05,"Minimum Price: ₹19000, Maximum Price: ₹21000, Modal Price: ₹21000"
2025-05-05,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-05-05,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-06,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-06,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-06,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-05-06,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-06,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,21000,21000,2025-05-06,"Minimum Price: ₹18000, Maximum Price: ₹21000, Modal Price: ₹21000"
2025-05-07,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-07,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-07,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,19000,21000,21000,2025-05-07,"Minimum Price: ₹19000, Maximum Price: ₹21000, Modal Price: ₹21000"
2025-05-08,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,19000,21000,21000,2025-05-08,"Minimum Price: ₹19000, Maximum Price: ₹21000, Modal Price: ₹21000"
2025-05-08,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,17000,17000,2025-05-08,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-08,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-08,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-09,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-09,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-09,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,19000,21000,21000,2025-05-09,"Minimum Price: ₹19000, Maximum Price: ₹21000, Modal Price: ₹21000"
2025-05-09,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-09,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-09,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-09,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-09,Chili Red,Palani(Uzhavar Sandhai ),Dindigul,Bold,14000,14000,14000,2025-05-09,"Minimum Price: ₹14000, Maximum Price: ₹14000, Modal Price: ₹14000"
2025-05-11,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-11,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-11,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-11,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-11,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-11,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-11,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,20000,21000,21000,2025-05-11,"Minimum Price: ₹20000, Maximum Price: ₹21000, Modal Price: ₹21000"
2025-05-12,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-12,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-12,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,19000,21000,21000,2025-05-12,"Minimum Price: ₹19000, Maximum Price: ₹21000, Modal Price: ₹21000"
2025-05-12,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-12,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-13,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-13,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-13,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,17000,17000,2025-05-13,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-13,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,20000,22000,22000,2025-05-13,"Minimum Price: ₹20000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-13,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,16000,16000,2025-05-13,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-14,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-14,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-14,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,19000,21000,21000,2025-05-14,"Minimum Price: ₹19000, Maximum Price: ₹21000, Modal Price: ₹21000"
2025-05-14,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,16000,16000,2025-05-14,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-14,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-14,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-14,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-05-14,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-15,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-15,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-15,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-15,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-15,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-15,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-15,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,16000,16000,2025-05-15,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-15,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,19000,21000,21000,2025-05-15,"Minimum Price: ₹19000, Maximum Price: ₹21000, Modal Price: ₹21000"
2025-05-16,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-16,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-16,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-16,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-16,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,16000,16000,2025-05-16,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-16,Chili Red,Katpadi (Uzhavar Sandhai ),Vellore,Bold,18000,18000,18000,2025-05-16,"Minimum Price: ₹18000, Maximum Price: ₹18000, Modal Price: ₹18000"
